"p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"H2-Aa",6.35720776359284e-07,-0.983230307709432,0.161,0.52,0.00321992573225978
"Dynlt1c",6.41814522261208e-07,-0.569296683293497,0.036,0.368,0.00325079055525302
"Mrps15",6.50299489257626e-07,-0.588830422924129,0.143,0.514,0.00329376691308988
"Mrpl58",6.55231879202606e-07,-0.654365510005198,0.143,0.496,0.0033187494681612
"Srrm2",6.86989174014285e-07,-0.717251030039486,0.107,0.459,0.00347960016638236
"Srsf5",6.93949124093723e-07,-0.550510441713302,0.25,0.656,0.00351485231353471
"Grpel1",7.11823754182543e-07,-0.308694632255207,0.196,0.602,0.00360538731493458
"Tomm6",7.38670047339464e-07,-0.535204413461137,0.071,0.415,0.00374136378977439
"Metap2",7.42737163367237e-07,-0.619130024446247,0.125,0.48,0.00376196373245505
"Ost4",7.43215123294481e-07,-0.480023860505004,0.25,0.646,0.00376438459948655
"Mrps36",7.45992801889182e-07,-0.565218113315721,0.179,0.555,0.00377845354156871
"Dbnl",7.4643075690693e-07,-0.637894133678163,0.054,0.401,0.0037806717837336
"Dctpp1",7.46811615407651e-07,-0.832921340164763,0.214,0.539,0.00378260083203975
"Sec13",7.49277408271099e-07,-0.662034873963934,0.196,0.567,0.00379509007289312
"Snf8",7.56116228653855e-07,-0.532122726848628,0.125,0.509,0.00382972869813177
"Mrpl35",7.95665691733465e-07,-0.707606086929704,0.107,0.449,0.00403004672863
"Snrpc",8.21445325625042e-07,-0.595122042838491,0.143,0.507,0.00416062057429084
"Hnf4a",8.22320218263699e-07,-0.613450965777795,0.179,0.565,0.00416505190550564
"Stk16",8.28190117106373e-07,-0.692236668174546,0.089,0.436,0.00419478294314378
"Ostf1",8.65909093696528e-07,-0.662688666214161,0.107,0.463,0.00438582955957291
"Stoml2",8.75960121740103e-07,-0.591499579826476,0.125,0.487,0.00443673801661362
"Gabarapl2",8.77886812958329e-07,-0.647534495802534,0.143,0.516,0.00444649670763394
"Ndufaf8",9.05590662091246e-07,-0.586627978791747,0.125,0.501,0.00458681670349216
"Plekhj1",9.06577788761389e-07,-0.632402775333833,0.107,0.471,0.00459181650007643
"Eif3a",9.06781678542587e-07,-0.667504427924348,0.125,0.479,0.0045928492018182
"Snrpb",9.08605471400293e-07,-0.557649351567016,0.357,0.729,0.00460208671264249
"Rac1",9.12249986293938e-07,-0.631113796287221,0.232,0.615,0.00462054618057879
"Ppp1r14d",9.48895472794764e-07,-0.732408208385239,0.214,0.567,0.00480615556970548
"Nudt21",9.54632465290734e-07,-0.682894243389712,0.143,0.493,0.00483521343669757
"Eif3m",9.70681177758348e-07,-0.581360505844269,0.214,0.618,0.00491650016534603
"Nudc",9.7130732794543e-07,-0.578729989951838,0.179,0.554,0.0049196716160436
"Pdcd6",9.84329053065437e-07,-0.683557891013703,0.214,0.578,0.00498562665377644
"Myo1a",1.02789645720152e-06,-0.899658160587621,0.179,0.522,0.0052062955557257
"Commd1",1.04701894456881e-06,-0.55937958990975,0.196,0.575,0.00530315095424103
"Dpy30",1.08742606160423e-06,-0.518413496542951,0.179,0.572,0.00550781300202543
"Mgst2",1.0912321745202e-06,-0.767162724019475,0.179,0.521,0.00552709096394482
"Cct2",1.10111301702068e-06,-0.617763021698014,0.232,0.622,0.00557713743120977
"Fubp1",1.10464390710818e-06,-0.713652991021075,0.071,0.406,0.00559502138950291
"Anapc11",1.12296998343524e-06,-0.609648816224121,0.089,0.434,0.00568784296609947
"Tonsl",1.12854668241792e-06,-0.613896567980836,0.25,0.635,0.00571608894644677
"Trappc2l",1.13323735951605e-06,-0.656509434626978,0.054,0.387,0.00573984722594881
"Fuca1",1.15802112126602e-06,-0.619575519345468,0.214,0.592,0.00586537697921238
"Bak1",1.16728072076851e-06,-0.621025158647537,0.071,0.413,0.00591227685069251
"Ube2d2a",1.17574294377415e-06,-0.602408410170912,0.107,0.454,0.00595513801021609
"Prmt1",1.22679977754741e-06,-0.654406426132305,0.143,0.495,0.00621374087327762
"Gng12",1.22927948679904e-06,-0.761438168673428,0.125,0.462,0.00622630060063712
"1110004F10Rik",1.23449609884404e-06,-0.664160922667367,0.089,0.418,0.00625272274064504
"Polr2j",1.23888537862448e-06,-0.599017233974549,0.196,0.572,0.00627495444273301
"Idh3a",1.24423639058758e-06,-0.629252663834267,0.196,0.565,0.00630205731832612
"Cct3",1.29313177633378e-06,-0.647938207869555,0.286,0.635,0.0065497124471306
"Gm10263",1.31480627308099e-06,-0.501341014160704,0.018,0.34,0.00665949377315521
"Hint2",1.32793681231436e-06,-0.654088074770748,0.214,0.594,0.00672599995437223
"Znhit1",1.34677851946028e-06,-0.620250420488003,0.107,0.462,0.00682143320106632
"Sucla2",1.35102335398249e-06,-0.576941999613277,0.054,0.399,0.00684293328792129
"Qdpr",1.35358888965829e-06,-0.692700585500571,0.054,0.38,0.00685592772611922
"Elof1",1.36000061365521e-06,-0.646914169378555,0.161,0.516,0.00688840310816361
"Lsm6",1.39520687971789e-06,-0.651283706796566,0.143,0.489,0.0070667228457711
"Ckb",1.42810386508768e-06,-0.769120994232387,0.071,0.413,0.00723334607666912
"Psmd2",1.4283832346885e-06,-0.571859614345016,0.071,0.418,0.00723476108369725
"Sltm",1.43806934747214e-06,-0.682507820793681,0.018,0.33,0.00728382124494638
"Gm10036",1.46278272866676e-06,-0.461958338676359,0.107,0.47,0.00740899452069713
"Aes",1.46974910544782e-06,-0.454754887331639,0.268,0.681,0.00744427921909322
"Psmd6",1.4847887377756e-06,-0.4910594729883,0.089,0.451,0.00752045495683341
"Fh1",1.49611817723634e-06,-0.673392416228879,0.143,0.489,0.00757783856770206
"Ndufs5",1.50067370254993e-06,-0.557523838955817,0.339,0.738,0.00760091230341541
"Nop10",1.5223387788145e-06,-0.567749816813988,0.357,0.739,0.00771064591469542
"Bud31",1.54648364496001e-06,-0.545056353572681,0.089,0.427,0.00783293966172243
"Morf4l1",1.55771455925466e-06,-0.559449634250363,0.143,0.516,0.00788982424262485
"Tsn",1.57743556775011e-06,-0.621377506949346,0.089,0.43,0.00798971115065432
"Stub1",1.57903471074405e-06,-0.524139703173639,0.196,0.56,0.0079978108099186
"Gnb1",1.58236478470094e-06,-0.661678694465877,0.161,0.514,0.00801467763451027
"Zfand6",1.60319898506631e-06,-0.628593032796926,0.089,0.431,0.00812020285936086
"Zmat2",1.62764956030023e-06,-0.617440507377597,0.071,0.395,0.00824404502292065
"Cct7",1.65269739330838e-06,-0.583915362889875,0.286,0.65,0.00837091229710695
"Rala",1.67548816484293e-06,-0.564749782090296,0.071,0.404,0.00848634755492942
"Tomm5",1.68835216666013e-06,-0.65247389519859,0.321,0.677,0.00855150372413357
"Hist1h2bc",1.70844590806883e-06,-0.905745999584651,0.286,0.603,0.00865327852436864
"Sod1",1.7108230381568e-06,-0.659778648240324,0.107,0.462,0.00866531868826417
"Pycrl",1.75355931266999e-06,-0.643882831730942,0.125,0.466,0.0088817779186735
"Cdc37",1.75735995657979e-06,-0.607694202096311,0.214,0.57,0.00890102818007663
"Nutf2",1.76203600385389e-06,-0.535390601446117,0.089,0.434,0.00892471235951996
"Plin3",1.76863015011151e-06,-0.704780517445585,0.054,0.377,0.00895811171031479
"Mrps34",1.78552185796761e-06,-0.593169879516171,0.161,0.514,0.00904366821060596
"Fahd1",1.8248729997519e-06,-0.671008097596703,0.071,0.406,0.00924298174374338
"Ppih",1.84508589935565e-06,-0.633166903842186,0.036,0.349,0.00934536008023639
"Commd7",1.86205650375077e-06,-0.593885349548541,0,0.3,0.00943131619149764
"Emc6",1.87567234069677e-06,-0.567484019502877,0.179,0.546,0.00950028040562916
"Aamdc",1.89362654162178e-06,-0.72652362884682,0.107,0.436,0.00959121843331434
"Hmgn2",1.97878720871374e-06,-0.547469934916154,0.196,0.562,0.0100225572121351
"Cd47",2.01848497586836e-06,-0.600123045383033,0.071,0.401,0.0102236264027732
"Tmem258",2.03184438262777e-06,-0.592654881757736,0.357,0.727,0.0102912917980097
"Ewsr1",2.05086023281225e-06,-0.404267311105316,0.179,0.556,0.0103876070791941
"Dnaja2",2.06103186617487e-06,-0.623590319845684,0.107,0.443,0.0104391264021757
"Chchd1",2.10213567847235e-06,-0.601985787067558,0.25,0.597,0.0106473172114625
"Psmd11",2.10393737932469e-06,-0.657489423700026,0.071,0.384,0.0106564428262796
"Eny2",2.11328838192439e-06,-0.644208865566257,0.214,0.554,0.010703805654447
"Srsf11",2.15226501311489e-06,-0.606797799115623,0.054,0.392,0.0109012222914269
"Mrpl43",2.16339029232054e-06,-0.57847884123323,0.161,0.514,0.0109575718306035
"Fam32a",2.17963471119617e-06,-0.567228674297844,0.071,0.408,0.0110398498122086
"Dgcr6",2.38399519481009e-06,-0.623478500530743,0.054,0.372,0.0120749356617131
"Psmc5",2.41905270007917e-06,-0.589086495538286,0.196,0.554,0.012252501925901
"Nudcd2",2.44011454511674e-06,-0.64874802447293,0.054,0.367,0.0123591801710163
"Atp6v0b",2.44425979932507e-06,-0.539557352185579,0.196,0.565,0.0123801758835815
"Npc2",2.44703092330874e-06,-0.569891652575383,0.268,0.651,0.0123942116265587
"Uqcrb",2.46077119753746e-06,-0.654009372390538,0.232,0.589,0.0124638061155272
"Pam16",2.48052766896473e-06,-0.565030324945096,0.036,0.355,0.0125638726433063
"Ifitm2",2.4907776897964e-06,-0.661707376741741,0.446,0.738,0.0126157889988188
"Scp2",2.49109946571829e-06,-0.810553527779352,0.375,0.716,0.0126174187938632
"Tubb4b",2.57012641988215e-06,-0.683837315467212,0.429,0.741,0.0130176903167031
"Ube2m",2.61268245658692e-06,-0.611361875737478,0.036,0.337,0.0132332366426128
"Magoh",2.63431660407152e-06,-0.593982433796855,0.071,0.409,0.0133428135996222
"Bcap31",2.73995809094552e-06,-0.633195067550756,0.25,0.604,0.0138778877306391
"Dnaja1",2.74883934440086e-06,-0.556807665607349,0.196,0.56,0.0139228712793903
"Eif2s1",2.81605777029761e-06,-0.619954045600678,0.089,0.414,0.0142633326065574
"Map2k2",2.81759231627428e-06,-0.592530879714954,0.25,0.627,0.0142711050819292
"Ebna1bp2",2.85954803571341e-06,-0.516738245969443,0.143,0.478,0.0144836108008884
"Klf5",2.97444131800725e-06,-0.624028552141814,0.107,0.44,0.0150655452757067
"Acaa1a",3.01261489568386e-06,-0.569468400434385,0.125,0.486,0.0152588944466388
"Slc25a11",3.03604918988511e-06,-0.638772916714299,0.107,0.428,0.0153775891467681
"Snrpa",3.0381848984093e-06,-0.520221475558948,0.107,0.447,0.0153884065104431
"Glod5",3.06340937522836e-06,-0.802198234431995,0.161,0.498,0.0155161684855317
"Pla2g16",3.12382469225933e-06,-0.67896647353875,0.143,0.461,0.0158221720662935
"Dpm3",3.15255947202674e-06,-0.520693456309791,0.107,0.445,0.0159677137258154
"Nfu1",3.16738495568549e-06,-0.562975539772381,0.054,0.37,0.016042804800547
"Psmc3",3.19295634643583e-06,-0.607588514844182,0.232,0.572,0.0161723238946975
"Thoc7",3.33156336945612e-06,-0.461961091504254,0.286,0.659,0.0168743684662953
"AC149090.1",3.41187260970588e-06,-0.662934799064801,0.071,0.398,0.0172811347681603
"Khdrbs1",3.42744896801898e-06,-0.615790695986146,0.018,0.315,0.0173600290230161
"Hsp90b1",3.43662086622417e-06,-0.609459366767043,0.429,0.78,0.0174064846874254
"Sub1",3.45025798159407e-06,-0.591209146637115,0.375,0.709,0.017475556676774
"Anapc16",3.46642494087887e-06,-0.541535777161132,0.018,0.322,0.0175574423255515
"Morf4l2",3.47433573227772e-06,-0.618012720564737,0.125,0.442,0.0175975104839867
"H1f0",3.48181496378461e-06,-0.702590601798941,0.286,0.613,0.0176353927915691
"Ube2i",3.51327778885199e-06,-0.639870396610469,0.196,0.532,0.0177947520005353
"Apex1",3.55047503399785e-06,-0.627038094551689,0.089,0.416,0.0179831560471991
"Stmn1",3.56921380023092e-06,-0.668163315650185,0.464,0.713,0.0180780678981696
"Cdc26",3.61530695839677e-06,-0.565005468041734,0.107,0.451,0.0183115297442796
"Tomm40",3.64883529886929e-06,-0.625649623508473,0.214,0.556,0.018481350788773
"Dera",3.66140558599013e-06,-0.659191207014733,0.071,0.373,0.01854501929304
"Bola2",3.67697640211729e-06,-0.54460295939393,0.179,0.522,0.0186238854767241
"Mrps18b",3.72012896698246e-06,-0.566115823157443,0.071,0.397,0.0188424532177662
"Osgep",3.78555541058611e-06,-0.615194329661425,0.018,0.305,0.0191738381546187
"Snrpa1",3.83183571769038e-06,-0.545158510138452,0.107,0.452,0.0194082479101018
"Mat2a",3.86893513405812e-06,-0.591592182697806,0.107,0.43,0.0195961564540044
"Hsbp1",3.91063404510199e-06,-0.630712814118809,0.25,0.589,0.0198073614384416
"Ifrd2",3.92038451021123e-06,-0.561588375588948,0.018,0.319,0.0198567475442199
"Hnrnpa1",4.00025741190671e-06,-0.691824286998217,0.321,0.648,0.0202613037913075
"Mrps28",4.00344088854854e-06,-0.608405602809507,0.161,0.501,0.0202774281004983
"Jaml",4.038377010924e-06,-0.728054625775115,0.089,0.415,0.0204543795603301
"Anxa2",4.05868786355674e-06,-0.881178326135076,0.268,0.584,0.0205572540289149
"Spag7",4.07921987031628e-06,-0.465261482804111,0.054,0.376,0.0206612486431519
"Acp1",4.11326402637456e-06,-0.57378289528432,0.161,0.508,0.0208336822935871
"Csnk2b",4.18092448387626e-06,-0.494161423497857,0.179,0.547,0.0211763825108332
"Cope",4.19148428289047e-06,-0.557600153667406,0.321,0.698,0.0212298678928403
"Psmc2",4.24029034615425e-06,-0.583274509515323,0.143,0.477,0.0214770706032713
"Srsf1",4.29944008663906e-06,-0.610409511456188,0.107,0.421,0.0217766640388268
"Glrx",4.31426296408124e-06,-0.6563319660737,0.125,0.46,0.0218517419130715
"0610012G03Rik",4.32279560270056e-06,-0.52567265481014,0.268,0.612,0.0218949597276783
"Sf3b2",4.35664402857057e-06,-0.577470955754692,0.143,0.483,0.0220664020047099
"Hnrnpc",4.45674831007755e-06,-0.542009962221423,0.25,0.601,0.0225734301905428
"Clic1",4.50656123598715e-06,-0.628339009231989,0.393,0.721,0.0228257326602749
"Mrps7",4.57165669479984e-06,-0.506957402779124,0.089,0.428,0.0231554411591612
"Snrpd1",4.61578909975185e-06,-0.649900280900292,0.304,0.633,0.0233789717902431
"Ten1",4.62439717271404e-06,-0.565899738012875,0.125,0.459,0.0234225716797966
"Mcee",4.71217443017628e-06,-0.548739107056233,0.107,0.448,0.0238671634888428
"Phgr1",4.83698427588097e-06,-0.651211205949155,0.643,0.853,0.0244993253573371
"Fam136a",4.84132084348493e-06,-0.578121889678894,0.107,0.423,0.0245212900722512
"Cdk2ap1",4.87127468744369e-06,-0.458535155886832,0.018,0.315,0.0246730062919023
"Lamtor5",4.87253082538483e-06,-0.578082464669543,0.161,0.522,0.0246793686305742
"Bzw2",5.01654245237934e-06,-0.602358623274458,0.054,0.358,0.0254087875213014
"Gnas",5.12343642343936e-06,-0.55363676677939,0.464,0.784,0.0259502054847204
"Khk",5.13847403682371e-06,-0.879901580197134,0.161,0.485,0.0260263709965121
"Ndufa9",5.16250417476068e-06,-0.501761310320366,0.25,0.623,0.0261480836451629
"Acaa2",5.20485901095474e-06,-0.668460290528821,0.161,0.484,0.0263626108904857
"Mrpl41",5.27496915288795e-06,-0.570501428357116,0.107,0.435,0.0267177187593775
"Nomo1",5.3253288070967e-06,-0.502142260859953,0.018,0.314,0.0269727904079448
"Ddx39",5.40556575369514e-06,-0.666639962352601,0.232,0.553,0.0273791905424659
"Ap2s1",5.44545307273722e-06,-0.542213052533808,0.286,0.63,0.027581219813414
"Glod4",5.59854372929612e-06,-0.564592700652994,0.018,0.298,0.0283566239888849
"Gtf2h5",5.6258436790798e-06,-0.482922298833769,0.161,0.521,0.0284948982345392
"Lsm5",5.65594698432646e-06,-0.556070051283222,0.125,0.464,0.0286473714756135
"Naa10",5.76536733561152e-06,-0.471439049351591,0.125,0.459,0.0292015855548724
"Txnrd1",5.80780236556995e-06,-0.539229662003394,0.071,0.389,0.0294165189816118
"Pon2",5.83218525926107e-06,-0.603557172358748,0.089,0.402,0.0295400183381573
"Usp50",6.00699938672508e-06,-0.497647108871438,0.018,0.305,0.0304254518937625
"Snrpf",6.09948558126893e-06,-0.482962207230479,0.321,0.685,0.0308938944691271
"Casp6",6.14518297775393e-06,-0.645127084063563,0.125,0.447,0.0311253517823237
"Tmem50a",6.14642516969135e-06,-0.601491835526915,0.089,0.401,0.0311316434844867
"Sra1",6.26272800863982e-06,-0.546454631510551,0.125,0.473,0.0317207173637607
"Rps6ka1",6.30373856076345e-06,-0.564209310680633,0.054,0.361,0.0319284358102669
"Cmas",6.38880051177884e-06,-0.507716124519664,0.179,0.52,0.0323592745921598
"Anp32b",6.57955336657874e-06,-0.610201322685921,0.411,0.695,0.0333254378017213
"Cd302",6.61379124705585e-06,-0.538923955342988,0,0.275,0.0334988526663379
"Rpp21",6.67105164872398e-06,-0.554138358806426,0.179,0.506,0.033788876600787
"Lsm7",6.72043086125649e-06,-0.487490016699207,0.071,0.381,0.0340389823122641
"Fam162a",6.74021188232213e-06,-0.373913353507762,0.107,0.457,0.0341391731839616
"Taf10",6.86292372051307e-06,-0.554411216560342,0.107,0.418,0.0347607086443987
"Nt5c",6.87547954200114e-06,-0.388916423623571,0.411,0.718,0.0348243038802358
"Ifngr2",6.89807466071284e-06,-0.411105015850915,0.054,0.354,0.0349387481565106
"Cdh1",6.9294514637265e-06,-0.661865933267876,0.179,0.519,0.0350976716637747
"Psmd13",6.93338370606079e-06,-0.571950070662018,0.125,0.455,0.0351175884711979
"Ifngr1",7.02997584023305e-06,-0.600277211362796,0.107,0.435,0.0356068276307804
"Chmp5",7.03598607500955e-06,-0.678509476595947,0.125,0.418,0.0356372694699234
"Vti1b",7.14741443860039e-06,-0.584138371073865,0.089,0.392,0.036201654131511
"Ghitm",7.15193427970815e-06,-0.525572492073707,0.143,0.483,0.0362245471267218
"Actn4",7.20236540157495e-06,-0.595036664154479,0.107,0.441,0.0364799807589771
"Sumo1",7.23304393621432e-06,-0.466541024952156,0.25,0.608,0.0366353675369255
"Bspry",7.28485121790092e-06,-0.600875269059014,0.036,0.324,0.0368977714186682
"Trap1",7.33239311980939e-06,-0.571374403099871,0.036,0.334,0.0371385711518345
"Rars",7.37717585424563e-06,-0.541743104489216,0.071,0.378,0.0373653957017541
"Cops5",7.3823661126474e-06,-0.547808300648512,0.089,0.412,0.0373916843605591
"Gcsh",7.39501607427256e-06,-0.514884666574654,0.054,0.361,0.0374557564161905
"Chd4",7.41051836154785e-06,-0.59500055551844,0.071,0.375,0.0375342755012398
"Bub3",7.56343817678038e-06,-0.68224501090253,0.071,0.365,0.0383088143653926
"Ormdl2",7.59132169281993e-06,-0.492203168329278,0.143,0.473,0.038450044374133
"Lpcat3",7.62162088157341e-06,-0.624048084463142,0.036,0.324,0.0386035097651693
"Mapk3",7.66040393634254e-06,-0.55446205380461,0.196,0.546,0.0387999459375749
"Snrpe",7.71682110350731e-06,-0.515862402225482,0.357,0.714,0.0390856988892645
"Arl6ip1",7.99952653550188e-06,-0.547773261770709,0.125,0.443,0.040517601902317
"Thyn1",8.02140271540311e-06,-0.554017092250783,0.018,0.299,0.0406284047535167
"Sfxn1",8.25981353881139e-06,-0.601099447897258,0.161,0.497,0.0418359555740797
"Gipc1",8.28105837948114e-06,-0.5580878170668,0.054,0.35,0.041943560692072
"Ilf2",8.56243347643582e-06,-0.689159402449634,0.054,0.335,0.0433687255581474
"Adrm1",8.64965204087028e-06,-0.535798505282723,0.054,0.35,0.043810487587008
"Gadd45gip1",8.69176622356837e-06,-0.522986635699163,0.268,0.608,0.0440237959223738
"Commd6",8.75996283927791e-06,-0.561739398014313,0.089,0.406,0.0443692117809426
"Lamtor2",8.78623000078801e-06,-0.481441760880451,0.25,0.632,0.0445022549539913
"Rpl13-ps3",8.89217893776287e-06,-0.467209332015723,0.143,0.46,0.045038886319769
"Dek",9.28059872566182e-06,-0.468888103259723,0.071,0.363,0.0470062325454771
"S100a11",9.45817814783578e-06,-0.58839405341257,0.161,0.496,0.0479056723187882
"Krt18",9.66412944123088e-06,-0.765974695333919,0.482,0.756,0.0489488156198344
"Ahsa1",9.71520330453684e-06,-0.619297598768334,0.214,0.527,0.0492075047374791
"Mrpl19",9.74153076293356e-06,-0.523453552319447,0.036,0.319,0.0493408533142585
"Lage3",9.74976911717234e-06,-0.57842080034115,0.089,0.387,0.0493825805784779
"Bloc1s1",9.83936376369505e-06,-0.464955931324685,0.036,0.331,0.0498363774631154
"Commd4",9.9473148016172e-06,-0.496611783181118,0.089,0.41,0.0503831494701911
"Cltb",9.9832522133688e-06,-0.488499846595991,0.125,0.462,0.050565172460713
"Gar1",1.01778243804579e-05,-0.659117622886347,0.107,0.402,0.0515506804870195
"Chrac1",1.02561480082721e-05,-0.480855680117304,0.071,0.375,0.0519473896618982
"Pgls",1.03550906036547e-05,-0.465580368088951,0.268,0.632,0.0524485339075108
"Ier2",1.03598162213271e-05,-0.420291013552921,0.196,0.555,0.0524724691610219
"Fkbp8",1.04209684132992e-05,-0.478846960155039,0.268,0.619,0.0527822050133604
"Sdf4",1.04254983515164e-05,-0.611956459486129,0.125,0.44,0.0528051491504304
"Cebpzos",1.04329910700557e-05,-0.553002482047168,0.089,0.388,0.0528430997698321
"Dmbt1",1.04706390439511e-05,-1.03119140632399,0.411,0.67,0.0530337867576122
"Ppp1ca",1.04906615854712e-05,-0.441484665009115,0.339,0.699,0.0531352009304118
"Dynlt1f",1.05293675322347e-05,-0.47552243456442,0.036,0.322,0.053331246550769
"Isyna1",1.05356432716887e-05,-0.52809132853865,0.071,0.388,0.0533630331711032
"Cluh",1.06157889065493e-05,-0.628781245592233,0.089,0.4,0.0537689708116724
"Rnf187",1.07424011477873e-05,-0.567220608259317,0.071,0.367,0.0544102618135427
"Mrpl27",1.07537382277753e-05,-0.432490347275721,0.125,0.447,0.0544676841236818
"Acadvl",1.07914985250448e-05,-0.667271761260186,0.125,0.434,0.0546589400293517
"1810058I24Rik",1.10562415853034e-05,-0.548661353925542,0.125,0.441,0.0559998636295618
"Mrpl34",1.11993906634139e-05,-0.530609482595049,0.304,0.624,0.0567249137101914
"Hnrnpdl",1.13357605065062e-05,-0.383786184460432,0.107,0.439,0.0574156269654539
"Abhd11",1.13397459229507e-05,-0.44841104863032,0.161,0.506,0.0574358130997451
"Cdx2",1.13496783530274e-05,-0.521839244308946,0.161,0.524,0.0574861208580838
"Timm44",1.14549739483658e-05,-0.60654772575137,0.071,0.353,0.0580194430484727
"Pop5",1.15853428927835e-05,-0.593502073740749,0.143,0.453,0.0586797617519482
"Nono",1.16695894715608e-05,-0.528076760837612,0.143,0.469,0.0591064706734555
"Tubb5",1.17441740856121e-05,-0.718777265778499,0.304,0.593,0.0594842417436254
"Pdcl3",1.18704034388058e-05,-0.564649940195668,0.071,0.36,0.0601235934175512
"Arf1",1.19597978889519e-05,-0.477148990787983,0.411,0.76,0.0605763763075414
"Dld",1.19912344308396e-05,-0.59158419470284,0.054,0.335,0.0607356023922025
"Tax1bp3",1.19957993118885e-05,-0.65334611308414,0.089,0.383,0.0607587235147154
"Use1",1.20903069631885e-05,-0.601342028542675,0.179,0.493,0.0612374047685497
"Gpa33",1.21296574253801e-05,-0.566347627431701,0.179,0.516,0.06143671485955
"Cnbp",1.22022077246324e-05,-0.558889409062689,0.446,0.746,0.0618041821252632
"Lgals3bp",1.25442180465525e-05,-0.478755444938323,0.125,0.449,0.0635364644057885
"Pfdn6",1.25809905606864e-05,-0.533997381165243,0.214,0.552,0.0637227171898764
"Ssna1",1.28883426659223e-05,-0.41240486902706,0.107,0.426,0.0652794556028965
"Gcat",1.29497036584869e-05,-0.5333051403522,0.071,0.363,0.065590249030236
"1110008F13Rik",1.31263116913133e-05,-0.531799849819775,0.321,0.676,0.0664847687165016
"Lsm2",1.3132397469963e-05,-0.660062338499016,0.143,0.454,0.0665155931853628
"Ptges3",1.33759541585122e-05,-0.508886352234026,0,0.261,0.0677492078128645
"Grb7",1.34009552237196e-05,-0.556570256030536,0.018,0.289,0.0678758382081399
"2210016F16Rik",1.36605606964663e-05,-0.519674361706517,0.125,0.455,0.069190739927602
"Pmm2",1.38816846360818e-05,-0.580183808816818,0.089,0.385,0.0703107326817545
"Mrpl21",1.41353124858982e-05,-0.516619611127397,0.25,0.589,0.0715953577410742
"Ppp1r14b",1.41380633856464e-05,-0.457535651171375,0.143,0.466,0.0716092910482988
"Rbm42",1.41535781986167e-05,-0.575554324828615,0.089,0.392,0.0716878735759936
"Bzw1",1.43511133992221e-05,-0.541121057671186,0.107,0.418,0.0726883893670598
"Mettl23",1.44305869130118e-05,-0.490523229418935,0.054,0.347,0.073090922714405
"Jund",1.44913238207758e-05,-0.526145940282344,0.357,0.701,0.0733985551522292
"Cnih1",1.48732599994954e-05,-0.409491121396344,0.036,0.312,0.0753330618974444
"Son",1.49159782333252e-05,-0.595086110444147,0.161,0.463,0.0755494297517923
"Itpa",1.49249961836508e-05,-0.582026465192418,0.071,0.352,0.0755951056701913
"Pin4",1.5675280668255e-05,-0.427516230050528,0.125,0.434,0.0793952965847116
"Nudt19",1.57341690793817e-05,-0.609697912725551,0.089,0.366,0.0796935663870681
"Ier3ip1",1.57669777256347e-05,-0.511203378148553,0.179,0.511,0.0798597421803397
"Nabp2",1.59866371070398e-05,-0.481719555625003,0.071,0.371,0.0809723169471568
"Ddx24",1.60917206079849e-05,-0.618766800325426,0.018,0.287,0.0815045648794436
"Mpc1",1.61227339304188e-05,-0.453160888737615,0.286,0.606,0.0816616473575711
"Psmc1",1.61464997393233e-05,-0.500056720334674,0.125,0.437,0.0817820211796725
"Mrpl14",1.61886146820306e-05,-0.508244367511654,0.232,0.557,0.0819953333644852
"Acin1",1.62506452360417e-05,-0.553803330165172,0.054,0.334,0.0823095181205513
"Polr1c",1.63155803792383e-05,-0.551287024818635,0.036,0.305,0.0826384146208418
"Aph1a",1.65787263533898e-05,-0.583407807869739,0.054,0.334,0.0839712489799191
"Ms4a8a",1.68339043442003e-05,-0.674693741000224,0.071,0.367,0.0852637255033746
"Rnaseh2c",1.69110131286696e-05,-0.46138813240954,0.179,0.528,0.0856542814967116
"Skp1a",1.7195706235079e-05,-0.471921998322007,0.161,0.466,0.087096252080675
"Ppm1g",1.72012421340399e-05,-0.51605590245678,0.089,0.383,0.0871242914089121
"Oard1",1.72362521759608e-05,-0.539047668147851,0.089,0.384,0.0873016172712417
"Sumo3",1.73573864334963e-05,-0.501565789043812,0.179,0.516,0.0879151622856586
"Ifi35",1.74927867380439e-05,-0.629913764782724,0.054,0.332,0.0886009648281925
"Imp4",1.76308226733259e-05,-0.55359461826188,0.054,0.333,0.0893001168403957
"Gm4950",1.77605743705685e-05,-0.425489725964224,0.054,0.346,0.0899573091869295
"Mrpl55",1.78980595848409e-05,-0.593956233463767,0.143,0.43,0.090653671797219
"Sys1",1.79635106932908e-05,-0.514091078694428,0.125,0.451,0.0909851816615179
"Socs2",1.80503344400467e-05,-0.507954557185692,0.089,0.391,0.0914249439388367
"Rnps1",1.81443163653999e-05,-0.573990755626718,0.036,0.307,0.0919009623907504
"Cstb",1.82067123223705e-05,-0.509056739919941,0.161,0.503,0.0922169979128064
"Trp53",1.83366678936791e-05,-0.594141563615038,0.107,0.403,0.0928752228814848
"Rtcb",1.85602455102831e-05,-0.527231711753912,0.143,0.456,0.094007643509584
"Tfg",1.85740267244555e-05,-0.576563895676273,0.161,0.462,0.0940774453593672
"Vapa",1.86398899911815e-05,-0.470042798794355,0.179,0.529,0.0944110428053343
"Pgd",1.86869409220652e-05,-0.470197733740035,0.143,0.465,0.09464935577026
