"p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Psma7",6.36519655395039e-10,-0.768795183134627,0.446,0.814,3.22397205457587e-06
"Sumo2",6.51719262208969e-10,-0.882979082928227,0.268,0.691,3.30095806308843e-06
"Mt1",7.27898635900738e-10,-0.999491194497638,0.232,0.671,3.68680659083724e-06
"Ranbp1",7.31502426170879e-10,-0.887650486004801,0.411,0.771,3.7050597885555e-06
"Muc2",7.45608469481158e-10,0.483609747124672,0.625,0.329,3.77650689792206e-06
"Dstn",7.57860027885123e-10,-0.813247753704138,0.429,0.803,3.83856104123815e-06
"Pfdn5",8.04522125212243e-10,-0.76577687276088,0.321,0.792,4.07490456420001e-06
"Pcbp1",8.38944929078295e-10,-0.734957019886896,0.232,0.682,4.24925606578156e-06
"Mif",8.40973665215063e-10,-0.88661780681813,0.321,0.72,4.25953161431429e-06
"Sarnp",8.43137683859596e-10,-0.801324598309659,0.054,0.496,4.27049236874886e-06
"Tm4sf20",8.48089194776659e-10,-0.925944771460497,0.214,0.662,4.29557177154378e-06
"Tpm3",8.92563864429287e-10,-0.721404121092393,0.143,0.614,4.52083597333434e-06
"Ncl",9.46747618369683e-10,-0.932285335949337,0.25,0.68,4.79527668704244e-06
"Ubl5",9.91358638733537e-10,-0.677833013606242,0.304,0.742,5.02123150518537e-06
"Tomm20",1.00059891229861e-09,-0.734806605920394,0.25,0.691,5.06803349079248e-06
"Vdac2",1.01852136073447e-09,-0.811108792386626,0.304,0.741,5.15881069212009e-06
"Zfp706",1.05312318652947e-09,-0.828121246575219,0.25,0.704,5.33406893977177e-06
"Cps1",1.05438564497425e-09,-0.998868880177557,0.214,0.635,5.34046329179455e-06
"Atp6v0e",1.05560744140095e-09,-0.89254047360387,0.179,0.613,5.34665169069581e-06
"Pcbp2",1.15547729882076e-09,-0.800376695896049,0.25,0.7,5.85249251852714e-06
"Mrpl30",1.15690234410086e-09,-0.864956896914985,0.179,0.613,5.85971037287085e-06
"Tuba1b",1.17745490793678e-09,-1.10959675937723,0.214,0.618,5.96380910869981e-06
"Rpl36-ps3",1.19808209098418e-09,-0.827691275161976,0.107,0.528,6.06828579083487e-06
"Calm3",1.22818916055526e-09,-0.797954218183271,0.321,0.736,6.2207780982124e-06
"Naa38",1.27501995198532e-09,-0.802084758361647,0.089,0.532,6.45797605680563e-06
"Hsd17b10",1.36759666302142e-09,-0.796009283534931,0.125,0.572,6.92687709820348e-06
"2410015M20Rik",1.49196531286494e-09,-0.801858369787166,0.357,0.766,7.55680430966092e-06
"Mpc2",1.63468464126856e-09,-0.827844580169978,0.286,0.724,8.27967770802525e-06
"Csrp2",1.77677682940595e-09,-0.911947926060781,0.214,0.628,8.99937464094113e-06
"Coro1b",1.82548380169682e-09,-0.85959164265308,0.054,0.484,9.24607545559441e-06
"Psmb8",1.84029860452511e-09,-0.92641806708519,0.268,0.684,9.3211124319197e-06
"Ube2d3",1.93931064448066e-09,-0.855628204859548,0.232,0.673,9.82260841429455e-06
"Rpl10-ps3",1.96495826841262e-09,-0.734482759867193,0.143,0.593,9.95251362950991e-06
"Chchd3",1.9980218393737e-09,-0.860705250577625,0.107,0.532,1.01199806164278e-05
"Rab25",2.02115015003206e-09,-0.808394658748526,0.196,0.632,1.02371255099124e-05
"Akr7a5",2.1188327581683e-09,-0.843211441866957,0.179,0.616,1.07318879201224e-05
"Psmb2",2.12876061845116e-09,-0.786355255126429,0.375,0.758,1.07821725324551e-05
"Ywhaq",2.13235664043205e-09,-0.8657402040308,0.232,0.645,1.08003863837883e-05
"Ndufc1",2.21405731004774e-09,-0.746448809528955,0.321,0.771,1.12142002753918e-05
"H2-Eb1",2.40593134932212e-09,-1.21981791944758,0.25,0.625,1.21860422843166e-05
"Esd",2.43037369857256e-09,-0.826797739424794,0.268,0.689,1.230984278327e-05
"Hdgf",2.51045151669783e-09,-0.917293914864278,0.232,0.63,1.27154369320745e-05
"Coa3",2.51771046594612e-09,-0.76316071330312,0.321,0.746,1.27522035100171e-05
"Nop53",2.59234286439054e-09,-0.771863135408004,0.179,0.639,1.31302166081381e-05
"Serf2",2.62639316785632e-09,-0.524271249863675,0.679,0.943,1.33026813951923e-05
"Idh3g",2.68545361007222e-09,-0.7526418705302,0.143,0.615,1.36018225350158e-05
"Tmem54",2.72002218422901e-09,-0.8903804948149,0.143,0.577,1.37769123631199e-05
"Ucp2",2.77678139266886e-09,-0.828118185605784,0.179,0.612,1.40643977538678e-05
"Sdhd",2.83573975290712e-09,-0.851419977989142,0.339,0.708,1.43630218484746e-05
"Smdt1",2.84151077014224e-09,-0.765342328627554,0.411,0.81,1.43922520507705e-05
"Gpx4",2.85146956739857e-09,-0.782065892434112,0.464,0.837,1.44426933588737e-05
"Aco2",2.92290136191748e-09,-0.861134893831547,0.143,0.575,1.4804495398112e-05
"Cotl1",2.97037261423092e-09,-0.854946309201967,0.125,0.577,1.50449372910796e-05
"Mrpl24",2.97175016013305e-09,-0.842766556163692,0.125,0.575,1.50519145610739e-05
"Ccdc12",2.97950066933506e-09,-0.698705070850828,0.143,0.587,1.50911708901821e-05
"Misp",2.98789091478605e-09,-0.839305708503283,0.107,0.559,1.51336674833913e-05
"Calm2",3.11221331740422e-09,-0.730755840925238,0.518,0.835,1.57633604526524e-05
"Ifi30",3.40144275190839e-09,-0.881838946792121,0.125,0.552,1.7228307538416e-05
"Rbm3",3.86845253052452e-09,-0.799622916991293,0.393,0.752,1.95937120671067e-05
"Cd81",3.8856819694144e-09,-0.884890907688754,0.375,0.72,1.96809791750839e-05
"Ctsb",4.08264934487997e-09,-0.759534487056646,0.214,0.671,2.06786189318171e-05
"Ndufa11",4.09058383274999e-09,-0.752888986070621,0.375,0.757,2.07188071128787e-05
"Ube2l3",4.16264045217136e-09,-0.782395692284526,0.161,0.603,2.10837738902479e-05
"Ccnd2",4.18899308980528e-09,-1.01082865538423,0.143,0.555,2.12172499998637e-05
"Psma1",4.35262574665841e-09,-0.803628877053747,0.25,0.681,2.20460494068248e-05
"Hypk",4.39789158510567e-09,-0.752704334490131,0.143,0.586,2.22753208785602e-05
"Psma3",4.51303137172555e-09,-0.814938236544083,0.268,0.688,2.28585038977899e-05
"Tmsb10",4.62538303566296e-09,-0.854570553842165,0.5,0.854,2.34275650756329e-05
"Nme1",4.72006486083436e-09,-0.697675018789458,0.446,0.805,2.3907128520126e-05
"Eif4h",4.91013690525687e-09,-0.813408552745403,0.161,0.577,2.48698434251261e-05
"Cyba",4.97105979652862e-09,-0.87690710924695,0.304,0.712,2.51784178694175e-05
"G3bp1",5.34585293049239e-09,-0.862980632651831,0.179,0.6,2.7076745092944e-05
"Rpl27-ps3",5.38607751266091e-09,-0.706818068615528,0.179,0.614,2.72804826016275e-05
"Eif6",5.43844856544970e-09,-0.740123040828044,0.375,0.768,2.75457419840027e-05
"Ndufv3",5.63645774424383e-09,-0.731928048757373,0.268,0.719,2.8548658474595e-05
"Tmem14c",5.75453586950665e-09,-0.784616934675184,0.268,0.703,2.91467241790512e-05
"Dynll2",5.82713885156693e-09,-0.751719403089781,0.196,0.653,2.95144582831865e-05
"Anp32a",6.23432980085539e-09,-0.747278426700807,0.107,0.539,3.15768804413325e-05
"Mgst1",6.24709040482282e-09,-0.889430255938694,0.411,0.739,3.16415129004276e-05
"Serinc3",6.27283518803136e-09,-0.754846123796193,0.196,0.65,3.17719102273788e-05
"Arpp19",6.29969000254794e-09,-0.749892377957435,0.25,0.677,3.19079298629053e-05
"Qsox1",6.30587553410768e-09,0.886291912995367,0.429,0.165,3.19392595802554e-05
"Phb",6.33987168518314e-09,-0.74905506466785,0.196,0.646,3.21114500854526e-05
"H2-Ab1",6.48063326442663e-09,-1.17186327613695,0.375,0.724,3.28244074843209e-05
"Psma4",6.48238004079671e-09,-0.752208994978604,0.321,0.723,3.28332549066353e-05
"Psma5",6.71557194651038e-09,-0.773556223559127,0.268,0.683,3.40143719090751e-05
"H2afy",7.02493358266131e-09,-0.835368518429673,0.161,0.585,3.55812885961795e-05
"Polr1d",7.28570992450726e-09,-0.727842759132113,0.375,0.767,3.69021207676293e-05
"Ywhah",7.37362934717663e-09,-0.859956281130682,0.196,0.602,3.73474326434497e-05
"Mrpl36",7.49094859323306e-09,-0.808090083356853,0.161,0.587,3.79416546247254e-05
"Fkbp1a",7.60390369786164e-09,-0.778093979397957,0.214,0.642,3.85137722296692e-05
"Tagln2",7.70122717692192e-09,-0.806536021500036,0.25,0.678,3.90067156511095e-05
"Fkbp4",7.72644412292804e-09,-0.662508405216775,0.429,0.8,3.91344394826305e-05
"Arf5",7.8849106746678e-09,-0.671639561764475,0.357,0.802,3.99370725671924e-05
"Mrps14",8.12808195358504e-09,-0.794242391961356,0.286,0.679,4.11687350949082e-05
"Etfb",8.19726400468281e-09,-0.753179807275829,0.321,0.73,4.15191421837184e-05
"Hspa9",8.57852233074838e-09,-0.785836617520211,0.196,0.651,4.34502156052406e-05
"Lima1",8.71691699422934e-09,-0.938094670288105,0.054,0.465,4.41511845757716e-05
"Psma6",9.00294670179812e-09,-0.768519098392057,0.179,0.592,4.55999250446075e-05
"Trir",9.01508387306599e-09,-0.778996474900308,0.161,0.594,4.56613998170792e-05
"S100a10",9.39115225937849e-09,-0.839204186424354,0.536,0.817,4.75661861937521e-05
"Eif3l",9.63102608938641e-09,-0.823099151133544,0.107,0.522,4.87811471427422e-05
"Gdi2",1.00490274609602e-08,-0.829995960441816,0.161,0.586,5.08983240897633e-05
"Srsf3",1.03927201107284e-08,-0.778011745036596,0.286,0.693,5.26391273608392e-05
"Gpi1",1.05056337722754e-08,-0.768296127324579,0.214,0.629,5.3211035056575e-05
"Eif2s2",1.0965643287336e-08,-0.824252496064469,0.214,0.64,5.55409832503569e-05
"Tomm22",1.11519402458557e-08,-0.801409091180752,0.304,0.699,5.64845773452593e-05
"Rbm39",1.14362702852316e-08,-0.791420709070758,0.179,0.623,5.79247089946982e-05
"Sfn",1.1490124528785e-08,-0.879786408414893,0.107,0.529,5.8197480738296e-05
"Clta",1.16896946691454e-08,-0.707905559489527,0.411,0.777,5.92083034992216e-05
"Ndufa6",1.24453072389358e-08,-0.67325987531149,0.518,0.844,6.30354811652098e-05
"Atp1b1",1.25265370756338e-08,-0.740616040583163,0.393,0.769,6.34469102880853e-05
"Cuta",1.25891787808963e-08,-0.705907890764269,0.25,0.673,6.37641905252395e-05
"Anapc13",1.26612951575224e-08,-0.640314138343563,0.214,0.666,6.41294599728507e-05
"Cib1",1.28418144132026e-08,-0.719745901550093,0.339,0.759,6.50437900028712e-05
"Serbp1",1.29790540337698e-08,-0.714800737961057,0.429,0.786,6.57389086810443e-05
"Etfa",1.33938386478216e-08,-0.647110624739198,0.214,0.628,6.78397927512166e-05
"Mrps21",1.36897989803086e-08,-0.75422047372936,0.268,0.673,6.93388318352629e-05
"Sri",1.38046891586347e-08,-0.725436504170957,0.339,0.749,6.9920750588485e-05
"Cct4",1.38070203284836e-08,-0.796456803368529,0.214,0.616,6.99325579637695e-05
"Mapk13",1.43238319366805e-08,-0.587961653641818,0.375,0.787,7.25502087592867e-05
"Eif3e",1.49860286497606e-08,-0.788985108440364,0.125,0.549,7.59042351110377e-05
"Prr13",1.56876848822254e-08,-0.757215056860206,0.25,0.683,7.94581239284716e-05
"Psmd3",1.57215233695178e-08,-0.800395974663251,0.054,0.451,7.96295158666075e-05
"Raly",1.62223382482958e-08,-0.660233284240737,0.143,0.567,8.21661432276181e-05
"Prelid1",1.65599902811599e-08,-0.71785817267685,0.393,0.762,8.38763507740748e-05
"Uqcrfs1",1.70236376861046e-08,-0.711210854639051,0.464,0.799,8.62247248801199e-05
"Aurkaip1",1.73035423605487e-08,-0.75742707342808,0.161,0.587,8.76424420561793e-05
"Timm13",1.74069946707505e-08,-0.672719441326033,0.464,0.806,8.81664280073511e-05
"Ech1",1.76774817534544e-08,-0.769864883508456,0.25,0.668,8.95364450812466e-05
"Cystm1",1.76990377110707e-08,-0.831338621894605,0.554,0.792,8.96456260065729e-05
"Eef1d",1.79336947408998e-08,-0.684719949748491,0.393,0.787,9.08341638626577e-05
"Eif3i",1.8245096106003e-08,-0.732879559369693,0.286,0.683,9.24114117769051e-05
"Ndufa3",1.86428389449475e-08,-0.687525564020931,0.339,0.758,9.44259792561592e-05
"Cisd1",2.01686216364039e-08,-0.71270060983732,0.161,0.569,0.000102154068588386
"Mrpl28",2.01762878592725e-08,-0.764705064564502,0.232,0.611,0.000102192898007215
"Txndc17",2.03231661028175e-08,-0.681682707996041,0.375,0.764,0.000102936836310771
"Pdap1",2.13492812816287e-08,-0.851544063635929,0.107,0.493,0.00010813410969145
"Impdh2",2.18619622628791e-08,-0.782762595413898,0.286,0.661,0.000110730838861482
"Ckmt1",2.33500182716319e-08,-1.04351773606254,0.304,0.699,0.000118267842545816
"Ssr2",2.35753813441695e-08,-0.748403925310409,0.339,0.737,0.000119409306508218
"Mrpl18",2.36921703791784e-08,-0.74686553209125,0.268,0.658,0.000120000842970538
"Rnaset2a",2.45338153545089e-08,-0.652321181014322,0.143,0.57,0.000124263774770587
"Anxa11",2.46632694212994e-08,-0.711463190111961,0.054,0.453,0.000124919459618881
"Ppp4c",2.48813064940652e-08,-0.74050840146662,0.143,0.573,0.00012602381739244
"Acat1",2.50522246730092e-08,-0.675225074241976,0.143,0.565,0.000126889517968791
"Ube2n",2.55366314812792e-08,-0.733207110337433,0.161,0.556,0.000129343038452679
"Cops6",2.5563348282736e-08,-0.70723009228019,0.107,0.508,0.000129478359052058
"Ndufa1",2.65336793964053e-08,-0.613725904192627,0.214,0.657,0.000134393086142793
"Mrpl20",2.68398564583227e-08,-0.691911073367761,0.196,0.609,0.000135943872961405
"Hmgb2",2.69642181260851e-08,-1.03476042153114,0.375,0.71,0.000136573764808621
"Cisd3",2.71372544474822e-08,-0.819553338103988,0.304,0.682,0.000137450193776497
"Mrpl33",2.85079261646168e-08,-0.742603864261436,0.196,0.612,0.000144392646023784
"Mrfap1",2.96483448813078e-08,-0.656060450230384,0.286,0.733,0.000150168866823824
"Psap",3.13580822477935e-08,-0.794790009280156,0.232,0.652,0.000158828686585074
"Id3",3.18862211486675e-08,-0.83238943806863,0.125,0.525,0.000161503710118001
"Eci1",3.19010057365149e-08,-0.766490831701021,0.161,0.563,0.000161578594055448
"Nme2",3.21793083367379e-08,-0.66522261594171,0.125,0.52,0.000162988196725578
"Ddx39b",3.24731739592986e-08,-0.714077932563577,0.214,0.643,0.000164476626103847
"Ppdpf",3.26832952397977e-08,-0.711352654812548,0.196,0.61,0.000165540890389576
"Samm50",3.39639537968478e-08,-0.699146111053789,0.107,0.533,0.000172027425981034
"Sf3b5",3.43610507062637e-08,-0.625754442571708,0.214,0.625,0.000174038721827226
"Mlf2",3.60927058795134e-08,-0.738928879094839,0.179,0.605,0.000182809555279735
"Rp9",3.77117096931351e-08,-0.479769235599766,0.089,0.49,0.000191009809595729
"Hnrnpu",3.77132049366173e-08,-0.692554325668571,0.143,0.556,0.000191017383003967
"Hnrnpf",4.04729731663484e-08,-0.697754056820908,0.446,0.785,0.000204995609087555
"Nol7",4.07788418805993e-08,-0.802081401306601,0.196,0.578,0.000206544834125236
"Llph",4.34903042580592e-08,-0.678052349979323,0.196,0.608,0.00022027839106707
"Mrpl23",4.49878959301371e-08,-0.724340495859041,0.143,0.57,0.000227863692886144
"Ubxn1",4.67391795911102e-08,-0.695739153148699,0.196,0.608,0.000236733944628973
"H2afj",4.69516988567893e-08,-0.637644992502861,0.429,0.819,0.000237810354709638
"C1qbp",4.73228104595346e-08,-0.758157965122821,0.321,0.694,0.000239690034977543
"Timm17a",4.81422880700895e-08,-0.739626695346821,0.089,0.49,0.000243840689075003
"Chmp2a",4.81640762117808e-08,-0.697613983137414,0.25,0.637,0.00024395104601267
"Atp6v1g1",4.8829264041386e-08,-0.757272074850741,0.196,0.602,0.00024732022236962
"Pgp",4.88356596135475e-08,-0.732681631370692,0.125,0.542,0.000247352615942618
"Cops9",5.32020500806385e-08,-0.677983826862298,0.196,0.601,0.000269468383658434
"Rbx1",5.33916479479451e-08,-0.706535184967618,0.286,0.706,0.000270428696856342
"B4galnt1",5.72125892482861e-08,-0.711026926349962,0.143,0.567,0.000289781764542569
"Fbp2",5.84628263697284e-08,-0.786465263498264,0.321,0.698,0.000296114215562674
"Paip2",6.0240397649821e-08,-0.723960348521273,0.071,0.469,0.000305117614096343
"Hadh",6.03901415330812e-08,-0.6940340670629,0.268,0.71,0.000305876066865056
"Zfas1",6.45658713967837e-08,-0.837739365336022,0.268,0.649,0.00032702613862471
"Bola3",6.46414538618716e-08,-0.704937858596543,0.125,0.528,0.00032740896381038
"Vasp",6.55017297358449e-08,-0.685230848897799,0.179,0.597,0.000331766261112054
"Gfer",6.55658607471862e-08,-0.8018940953727,0.089,0.453,0.000332091084684498
"Ncor1",6.69974976711859e-08,-0.754729494142584,0.071,0.454,0.000339342325704557
"Dut",6.87673696040026e-08,-0.915605559578545,0.107,0.476,0.000348306727044273
"Prpsap1",6.9427226700273e-08,-0.802541498352471,0.161,0.558,0.000351648903236883
"Rsrp1",7.07612829965689e-08,-0.65548760756472,0.321,0.749,0.000358405898377622
"Arpc3",7.32476169658602e-08,-0.621186827506299,0.357,0.731,0.000370999179932082
"Fis1",7.34427471106686e-08,-0.603512640952304,0.286,0.689,0.000371987514115537
"Pgam1",7.54611734923014e-08,-0.699448139876565,0.196,0.618,0.000382210843738507
"Nhp2",7.62715613012541e-08,-0.812129141904619,0.286,0.647,0.000386315457990852
"Maoa",7.76767539020014e-08,-0.951664704003239,0.089,0.461,0.000393432758513637
"Ndufb10",7.96681944795213e-08,-0.628007727610836,0.357,0.757,0.000403519405038775
"Dynlrb1",7.99301077137385e-08,-0.718210156211147,0.268,0.653,0.000404845995570086
"Krtcap3",8.23409812522177e-08,-0.692957102660464,0.125,0.532,0.000417057070042483
"Dgat1",8.26474680318476e-08,-0.974886280913538,0.179,0.569,0.000418609425581308
"Serpinb1a",8.31623211571827e-08,-0.917378142114129,0.304,0.69,0.000421217156661131
"Nedd8",8.53272454728484e-08,-0.55616816746835,0.375,0.801,0.000432182498319977
"Immt",8.62912716457893e-08,-0.755282376590866,0.071,0.458,0.000437065290885923
"Fmc1",8.78373517475391e-08,-0.691911307115525,0.125,0.516,0.000444896186601285
"Pabpc1",9.21085616334415e-08,-0.590154134358409,0.643,0.905,0.000466529864673381
"Ccdc34",9.65266534585029e-08,-0.954267138840485,0.125,0.485,0.000488907499767317
"Fbl",9.8864063213911e-08,-0.764736792785894,0.196,0.588,0.000500746480178459
"Sf3b4",1.01169608021029e-07,-0.612863503669976,0.018,0.387,0.000512424064626512
"Mgam",1.04863103775502e-07,-0.869016240803276,0.232,0.611,0.000531131620622916
"Erg28",1.06387402273463e-07,-0.641168720255398,0.089,0.473,0.00053885219251509
"Fam98c",1.09105475647699e-07,-0.760179467735933,0.071,0.44,0.000552619234155594
"Snu13",1.09154747397546e-07,-0.689893985721539,0.179,0.57,0.000552868795568571
"Mrpl51",1.19985947181154e-07,-0.679756795523246,0.179,0.597,0.000607728822472546
"Npm3",1.27281321289666e-07,-0.745420069170092,0.143,0.535,0.000644679892332157
"Ccdc107",1.29667189110994e-07,-0.838017165027919,0.071,0.427,0.000656764312847183
"Cox20",1.32508178351342e-07,-0.73886388386413,0.214,0.593,0.000671153923349549
"Sem1",1.33849650784719e-07,-0.525686486021514,0.464,0.829,0.000677948481224604
"Mrpl54",1.3846553810744e-07,-0.584131906924144,0.25,0.633,0.000701327950514182
"Higd2a",1.38927317459209e-07,-0.598727621009506,0.321,0.711,0.000703666862930893
"Suclg1",1.39775233070086e-07,-0.615394921282014,0.393,0.777,0.000707961555499983
"Ndufb6",1.41026668977021e-07,-0.654089451084741,0.375,0.738,0.000714300078368612
"Pitpna",1.41135613446917e-07,-0.747520776943813,0.089,0.455,0.000714851882108637
"Pafah1b3",1.42706897771484e-07,-0.628542678404394,0.125,0.522,0.000722810437212565
"Trappc4",1.44822099965724e-07,-0.65362608609379,0.054,0.432,0.000733523936326393
"Lsr",1.51141985610914e-07,-0.731917498382247,0.25,0.651,0.000765534157119279
"Prdx5",1.52135168039183e-07,-0.741593756216953,0.25,0.664,0.000770564626118461
"Psmb7",1.5325759696665e-07,-0.68977460523563,0.25,0.642,0.000776249728636085
"Ssu72",1.57975398175532e-07,-0.638802456246462,0.196,0.597,0.000800145391759072
"Hnrnpm",1.60795143251967e-07,-0.706179435999486,0.214,0.625,0.000814427400571212
"Ppp1cc",1.61169113698131e-07,-0.694850615429236,0.161,0.546,0.000816321560881035
"Mkks",1.64449836912426e-07,-0.694699167353646,0,0.345,0.000832938423961438
"Psmd4",1.67223131814286e-07,-0.666112090908579,0.196,0.563,0.000846985162639359
"Cldn15",1.67250040082676e-07,-0.715264103314537,0.304,0.675,0.000847121453018756
"Mrpl4",1.67828001954665e-07,-0.700626361772862,0.089,0.456,0.000850048829900377
"Tcp1",1.69106237397669e-07,-0.676758880013855,0.232,0.627,0.000856523092419193
"Prdx1",1.71125040032408e-07,-0.830249328926618,0.554,0.827,0.000866748327764148
"Eif4b",1.73728932991289e-07,-0.652833135808446,0.125,0.537,0.000879937045600877
"Hadhb",1.79076806075164e-07,-0.674701870585071,0.054,0.435,0.000907024022770703
"Cdx1",1.8131189086633e-07,-0.594506889365943,0.179,0.586,0.000918344727237961
"Serhl",1.82746472019206e-07,-0.759303537805251,0.018,0.368,0.000925610880777278
"Nxf1",1.85872939922893e-07,-0.694582427735814,0.143,0.521,0.000941446440709453
"Mrps33",1.88462752986664e-07,-0.562874305852306,0.232,0.632,0.000954563843877451
"Sptssa",1.8909881132748e-07,-0.740308174110161,0.214,0.579,0.000957785479373687
"Rnf186",1.91585346157815e-07,-0.717397293957858,0.143,0.533,0.000970379778289333
"D8Ertd738e",1.92564092600307e-07,-0.565582148747535,0.321,0.716,0.000975337129020553
"Rab14",1.92851184574829e-07,-0.756184555132607,0.089,0.461,0.000976791249871511
"Tmem256",1.94112183011204e-07,-0.550486469003475,0.161,0.562,0.000983178206951749
"Cdc42",2.03007425681762e-07,-0.560676986615664,0.25,0.675,0.00102823261107812
"Pdha1",2.04009776763054e-07,-0.602935179198087,0.107,0.491,0.00103330951930487
"Sdha",2.17603952681187e-07,-0.634931961351988,0.214,0.614,0.00110216402033021
"Tecr",2.21461420355974e-07,-0.658557062875658,0.25,0.653,0.00112170209410301
"Pgk1",2.21703033906952e-07,-0.565478781137036,0.018,0.372,0.00112292586673871
"Gng5",2.23907272672738e-07,-0.592613487114564,0.446,0.789,0.00113409033608742
"Higd1a",2.45666582421345e-07,-0.713203592182934,0.143,0.526,0.00124430123996411
"Gipc2",2.4991933238559e-07,-0.774634825691208,0.143,0.507,0.00126584141853301
"Reep5",2.53500079615447e-07,0.772370055200901,0.339,0.121,0.00128397790325224
"Psmb10",2.53892624701087e-07,-0.529227645712592,0.357,0.762,0.001285966144111
"Snrpd3",2.55785106219905e-07,-0.675667956614546,0.232,0.611,0.00129555156300382
"Rps18-ps3",2.58865972035228e-07,-0.566558562409134,0.107,0.497,0.00131115614835843
"Arpc4",2.67428457199665e-07,-0.579145379222605,0.161,0.554,0.00135452513571631
"Mrps12",2.77696493027547e-07,-0.662203194507557,0.196,0.574,0.00140653273718453
"Eif3g",2.84486662970653e-07,-0.662049681547599,0.232,0.63,0.00144092494794636
"Churc1",2.87293187809038e-07,-0.623707357615307,0.107,0.488,0.00145513999625278
"Actr3",2.96158051777992e-07,-0.666408888191613,0.161,0.584,0.00150004053225553
"Me2",2.98973290940532e-07,-0.617022448872623,0.125,0.51,0.00151429971861379
"Pigyl",3.26964344224488e-07,-0.678469866772547,0.071,0.426,0.00165607440349703
"Mrpl42",3.30450797923555e-07,-0.62017062470662,0.304,0.67,0.00167373329148281
"Ap1s1",3.37463537915136e-07,-0.658953417082597,0.143,0.527,0.00170925281954016
"Mrpl57",3.39816793919172e-07,-0.625327440038004,0.214,0.619,0.00172117206120061
"Mrps17",3.4186848182201e-07,-0.67607995112342,0.089,0.458,0.00173156386042848
"Slbp",3.57427179970779e-07,-0.73099812683713,0.054,0.411,0.00181036866655199
"Sdhc",3.68870991316936e-07,-0.675720353775337,0.268,0.627,0.00186833157102028
"Med28",3.73480868628878e-07,-0.639280598771339,0.179,0.572,0.00189168059960527
"Ndufb3",3.87527632213294e-07,-0.59667912799488,0.286,0.69,0.00196282745716034
"Tmem147",3.94444849701728e-07,-0.557534808608682,0.268,0.671,0.00199786316373925
"Mtch2",3.97413182071337e-07,-0.566868468791072,0.375,0.749,0.00201289776719132
"Gm8186",4.04217415429037e-07,-0.570029553919818,0.071,0.423,0.00204736120914807
"Hmgn1",4.18241257137815e-07,-0.750351253380932,0.232,0.58,0.00211839196740303
"Pecam1",4.19618860397138e-07,-0.527669738662675,0.143,0.526,0.0021253695279115
"Polr2f",4.24189178623704e-07,-0.64424279885643,0.268,0.667,0.00214851818972906
"Ywhab",4.25663087396065e-07,-0.690087270585091,0.071,0.423,0.00215598353766107
"Psmc6",4.26904492936715e-07,-0.665855130873286,0.089,0.453,0.00216227125672446
"Tmc4",4.3110607961075e-07,-0.654353974208575,0.161,0.559,0.00218355229322845
"Rer1",4.33661198095737e-07,-0.583630127266474,0.214,0.612,0.00219649396835491
"Mea1",4.3634615937417e-07,-0.65881359843521,0.054,0.401,0.00221009329723017
"Pisd",4.47385144323671e-07,-0.662607011254869,0,0.327,0.0022660057559994
"Tmem205",4.58930178101526e-07,-0.749374818210217,0.054,0.388,0.00232448135208423
"Ociad2",4.6024640510592e-07,-0.656596675910699,0.25,0.656,0.00233114804186149
"Cnn3",4.62642738962384e-07,-0.780945723768513,0.089,0.439,0.00234328547284447
"Coq7",4.85531750426661e-07,-0.643510638144013,0.054,0.409,0.00245921831591104
"Ptp4a2",4.87453810836588e-07,-0.68439714748905,0.125,0.49,0.00246895355188732
"Smagp",4.87944043415979e-07,-0.608824671323959,0.161,0.557,0.00247143657990194
"Fkbp3",4.92336736247622e-07,-0.620916973455611,0.125,0.514,0.00249368556909421
"Mtx2",5.11732540843073e-07,-0.593550050276205,0.071,0.441,0.00259192531937016
"Anxa4",5.16998149083561e-07,-0.636362534857037,0.429,0.79,0.00261859562510824
"Mrpl15",5.23311729541307e-07,-0.682822121119007,0.214,0.561,0.00265057391012672
"Cox14",5.32460908567257e-07,-0.554278969351899,0.321,0.731,0.00269691450189316
"Mkrn1",5.38292544973704e-07,-0.728767149535861,0.196,0.551,0.00272645174029181
"Zbtb7a",5.45218404671292e-07,-0.700375726103436,0.036,0.379,0.00276153121966009
"Tjp3",5.4969319213714e-07,-0.695423294492497,0.054,0.393,0.00278419601817461
"Tmem45b",5.50789793477168e-07,-0.716113137630028,0.143,0.501,0.00278975030396186
"Cdh17",5.51087152104516e-07,-0.715152761706239,0.232,0.607,0.00279125642540937
"Brk1",5.60752379425999e-07,-0.645389277279113,0.196,0.581,0.00284021080179269
"Naxe",5.64709587894011e-07,-0.664692541333466,0.107,0.46,0.00286025406268317
"Hmgn5",5.68579126037894e-07,-0.726900633928938,0.107,0.457,0.00287985327338193
"Mrps10",5.73667499501535e-07,-0.691982117130724,0.054,0.389,0.00290562588497527
"Id1",5.74256454867125e-07,-0.913015228220596,0.125,0.461,0.00290860894390199
"Pfdn1",6.16988199338257e-07,-0.576697487258934,0.196,0.571,0.00312504522964827
"Ndufa7",6.2102294458614e-07,-0.493796546281859,0.393,0.76,0.0031454812143288
"Cyb5b",6.32576567693784e-07,-0.692276459893891,0.161,0.528,0.00320400031536902
"Rnpep",6.33377601099982e-07,-0.549150084469768,0.214,0.62,0.00320805754957141
"Glrx3",6.35113401702131e-07,-0.582334970122605,0.143,0.527,0.00321684937962129
